Formula,Temperature,Heat_Capacity
Hf1,1700,37.167
Hf1,1600,36.466
Hf1,1500,35.765
Hf1,1400,35.064
Hf1,1300,34.372
Hf1,1200,33.572
Hf1,1100,32.759
Hf1,1000,31.943
Hf1,900,31.12
Hf1,800,30.288
Hf1,700,29.445
Hf1,600,28.583
Hf1,500,27.692
Hf1,450,27.23
Hf1,400,26.751
Hf1,350,26.247
Hf1,300,25.708
Hf1,298,25.687
F2Hg2,1400,125.825
F2Hg2,1300,124.872
F2Hg2,1200,123.709
F2Hg2,1100,122.334
F2Hg2,1000,120.748
F2Hg2,900,118.951
F2Hg2,800,116.943
F2Hg2,700,114.516
F2Hg2,600,111.671
F2Hg2,500,108.407
F2Hg2,400,104.684
F2Hg2,300,100.5
F2Hg2,298,100.416
I2Sr1,1400,108.24
I2Sr1,1300,105.493
I2Sr1,1200,102.717
I2Sr1,1100,99.971
I2Sr1,1000,97.236
I2Sr1,900,94.492
I2Sr1,811,92.048
I2Sr1,800,91.755
I2Sr1,700,88.994
I2Sr1,600,86.274
I2Sr1,500,83.513
I2Sr1,400,80.751
I2Sr1,300,78.032
I2Sr1,298,77.948
C1K2O3,298,114.437
C1K2O3,1900,273.299
C1K2O3,1800,263.927
C1K2O3,1700,254.555
C1K2O3,1600,245.182
C1K2O3,1500,235.81
C1K2O3,1400,226.438
C1K2O3,1300,217.066
C1K2O3,1200,207.695
C1K2O3,1174,205.259
C1K2O3,1100,198.321
C1K2O3,1000,188.949
C1K2O3,900,179.515
C1K2O3,800,170.043
C1K2O3,700,160.483
C1K2O3,600,150.666
C1K2O3,500,140.049
C1K2O3,400,128.135
C1K2O3,300,114.699
C1N1Na1,298,68.681
C1N1Na1,288.5001548,111.063
C1N1Na1,1900,70.191
C1N1Na1,1800,70.09
C1N1Na1,1700,69.988
C1N1Na1,1600,69.885
C1N1Na1,1500,69.781
C1N1Na1,1400,69.676
C1N1Na1,1300,69.57
C1N1Na1,1200,69.462
C1N1Na1,1100,69.354
C1N1Na1,1000,69.245
C1N1Na1,900,69.145
C1N1Na1,835,69.082
C1N1Na1,800,69.046
C1N1Na1,700,68.945
C1N1Na1,600,68.848
C1N1Na1,500,68.752
C1N1Na1,400,
C1N1Na1,300,68.575
C1N1Na1,288,111.062
H2O4W1,900,182.422
H2O4W1,800,176.565
H2O4W1,700,170.707
H2O4W1,600,159.829
H2O4W1,500,146.44
H2O4W1,400,129.704
H2O4W1,300,112.968
H2O4W1,298,112.633
Ca1S1,298,47.442
Ca1S1,2900,61.421
Ca1S1,2800,61.045
Ca1S1,2700,60.668
Ca1S1,2600,60.291
Ca1S1,2500,59.899
Ca1S1,2400,59.496
Ca1S1,2300,59.115
Ca1S1,2200,58.743
Ca1S1,2100,58.382
Ca1S1,2000,58.032
Ca1S1,1900,
Ca1S1,1800,57.195
Ca1S1,1700,56.761
Ca1S1,1600,56.317
Ca1S1,1500,55.987
Ca1S1,1400,55.731
Ca1S1,1300,55.391
Ca1S1,1200,55.02
Ca1S1,1100,54.586
Ca1S1,1000,54.099
Ca1S1,900,53.555
Ca1S1,800,53.011
Ca1S1,700,52.342
Ca1S1,600,51.547
Ca1S1,500,50.501
Ca1S1,400,49.204
Ca1S1,300,47.447
K2O4S1,1100,239.365
K2O4S1,1000,226.116
K2O4S1,900,212.865
K2O4S1,857,207.169
K2O4S1,800,199.619
K2O4S1,700,186.368
K2O4S1,600,172.527
K2O4S1,500,160.733
K2O4S1,400,147.649
K2O4S1,300,131.666
K2O4S1,298,131.319
I2Mg1,1400,93.763
I2Mg1,1300,92.634
I2Mg1,1200,91.462
I2Mg1,1100,90.249
I2Mg1,1000,88.994
I2Mg1,907,87.864
I2Mg1,900,87.655
I2Mg1,800,86.274
I2Mg1,700,84.726
I2Mg1,600,83.011
I2Mg1,500,80.919
I2Mg1,400,78.408
I2Mg1,300,74.977
I2Mg1,298,74.81
Mg1O3Si1,2400,122.432
Mg1O3Si1,2300,122.432
Mg1O3Si1,2200,122.432
Mg1O3Si1,2100,122.432
Mg1O3Si1,2000,122.432
Mg1O3Si1,1900,122.432
Mg1O3Si1,1850,122.432
Mg1O3Si1,1800,122.432
Mg1O3Si1,1700,122.432
Mg1O3Si1,1600,122.432
Mg1O3Si1,1500,122.432
Mg1O3Si1,1400,122.432
Mg1O3Si1,1300,122.432
Mg1O3Si1,1258,120.34
Mg1O3Si1,1258,122.432
Mg1O3Si1,1200,120.34
Mg1O3Si1,1100,120.34
Mg1O3Si1,1000,120.34
Mg1O3Si1,903,119.788
Mg1O3Si1,903,120.34
Mg1O3Si1,900,119.675
Mg1O3Si1,800,115.78
Mg1O3Si1,700,111.621
Mg1O3Si1,600,106.997
Mg1O3Si1,500,101.512
Mg1O3Si1,400,94.194
Mg1O3Si1,300,82.228
Mg1O3Si1,298,81.927
Li3N1,1200,156.108
Li3N1,1100,148.693
Li3N1,1000,140.95
Li3N1,900,132.84
Li3N1,800,124.38
Li3N1,700,115.58
Li3N1,600,106.43
Li3N1,500,96.94
Li3N1,400,87.1
Li3N1,300,75.544
Li3N1,298,75.266
I2Zr1,1400,103.01
I2Zr1,1300,102.215
I2Zr1,1200,101.42
I2Zr1,1100,100.583
I2Zr1,1000,99.83
I2Zr1,900,99.621
I2Zr1,800,98.157
I2Zr1,700,97.445
I2Zr1,700,97.445
I2Zr1,600,96.609
I2Zr1,500,95.855
I2Zr1,400,95.019
I2Zr1,300,94.349
I2Zr1,298,94.14
H2Mg1,1900,74.883
H2Mg1,1800,74.475
H2Mg1,1700,74.088
H2Mg1,1600,73.722
H2Mg1,1500,73.204
H2Mg1,1400,72.592
H2Mg1,1300,71.761
H2Mg1,1200,70.751
H2Mg1,1100,69.486
H2Mg1,1000,67.99
H2Mg1,900,65.898
H2Mg1,800,63.095
H2Mg1,700,59.538
H2Mg1,600,55.229
H2Mg1,500,49.999
H2Mg1,400,43.304
H2Mg1,300,35.51
H2Mg1,298,35.334
I2Ti1,1900,97.889
I2Ti1,1800,97.161
I2Ti1,1700,96.433
I2Ti1,1600,95.705
I2Ti1,1500,94.977
I2Ti1,1400,94.249
I2Ti1,1300,93.521
I2Ti1,1200,92.793
I2Ti1,1100,92.065
I2Ti1,1000,91.337
I2Ti1,900,90.609
I2Ti1,800,89.881
I2Ti1,700,89.153
I2Ti1,600,88.425
I2Ti1,500,87.697
I2Ti1,400,86.969
I2Ti1,300,86.241
I2Ti1,298,86.228
H1K1,1400,63.301
H1K1,1300,62.701
H1K1,1200,61.923
H1K1,1100,60.966
H1K1,1000,59.831
H1K1,900,58.44
H1K1,800,56.819
H1K1,700,54.606
H1K1,600,51.923
H1K1,500,48.534
H1K1,400,44.141
H1K1,300,38.074
H1K1,298,37.907
Mg1O4W1,1900,195.602
Mg1O4W1,1800,191
Mg1O4W1,1700,186.606
Mg1O4W1,1600,182.004
Mg1O4W1,1500,177.611
Mg1O4W1,1400,173.008
Mg1O4W1,1300,168.615
Mg1O4W1,1200,164.013
Mg1O4W1,1100,159.41
Mg1O4W1,1000,154.808
Mg1O4W1,900,150.415
Mg1O4W1,800,146.147
Mg1O4W1,700,141.67
Mg1O4W1,600,137.026
Mg1O4W1,500,131.587
Mg1O4W1,400,123.428
Mg1O4W1,300,109.621
Mg1O4W1,298,109.077
I4Ti1,379,148.114
I4Ti1,300,125.947
I4Ti1,298,125.629
H1K1O1,298,64.894
H1K1O1,1400,78.659
H1K1O1,1300,78.659
H1K1O1,1200,78.659
H1K1O1,1100,78.659
H1K1O1,1000,78.659
H1K1O1,900,78.659
H1K1O1,800,78.659
H1K1O1,700,78.659
H1K1O1,679,78.659
H1K1O1,600,78.659
H1K1O1,516,80.961
H1K1O1,516,78.659
H1K1O1,500,79.58
H1K1O1,400,71.672
H1K1O1,300,65.011
I2,600,96.816
I2,500,81.207
I2,450,73.402
I2,400,65.598
I2,386.75,63.545
I2,350,58.605
I2,300,54.506
I2,298,54.436
Mn1,1800,48.446
Mn1,1700,47.624
Mn1,1600,46.803
Mn1,1519,46.108
Mn1,1500,45.982
Mn1,1412,43.514
Mn1,1412,45.229
Mn1,1400,43.43
Mn1,1361,39.204
Mn1,1361,43.095
Mn1,1300,38.953
Mn1,1200,38.535
Mn1,1100,38.116
Mn1,1000,37.698
Mn1,980,37.545
Mn1,980,37.572
Mn1,900,36.384
Mn1,800,34.915
Mn1,700,33.426
Mn1,600,31.899
Mn1,500,30.292
Mn1,450,30.02
Mn1,400,28.527
Mn1,350,27.516
Mn1,300,26.347
Mn1,298,26.299
F1K1,298,48.982
F1K1,1900,71.128
F1K1,1800,71.128
F1K1,1700,71.128
F1K1,1600,70.919
F1K1,1500,70.5
F1K1,1400,69.789
F1K1,1300,68.618
F1K1,1200,66.777
F1K1,1131,64.852
F1K1,1100,63.848
F1K1,1000,61.17
F1K1,900,59.078
F1K1,800,57.404
F1K1,700,55.856
F1K1,600,54.266
F1K1,500,52.718
F1K1,400,51.045
F1K1,300,49.022
Li2O3Si1,2400,186.461
Li2O3Si1,2300,184.565
Li2O3Si1,2200,182.59
Li2O3Si1,2100,180.537
Li2O3Si1,2000,178.406
Li2O3Si1,1900,176.188
Li2O3Si1,1800,173.887
Li2O3Si1,1700,171.502
Li2O3Si1,1600,169.034
Li2O3Si1,1500,166.523
Li2O3Si1,1474,165.856
Li2O3Si1,1400,163.942
Li2O3Si1,1300,161.293
Li2O3Si1,1200,158.574
Li2O3Si1,1100,155.576
Li2O3Si1,1000,152.302
Li2O3Si1,900,148.565
Li2O3Si1,800,144.432
Li2O3Si1,700,139.649
Li2O3Si1,600,134.306
Li2O3Si1,500,127.809
Li2O3Si1,400,118.826
Li2O3Si1,300,101.01
Li2O3Si1,298,100.567
K2O1,1900,150.083
K2O1,1800,145.993
K2O1,1700,141.91
K2O1,1600,137.833
K2O1,1500,133.762
K2O1,1400,129.699
K2O1,1300,125.642
K2O1,1200,121.592
K2O1,1100,117.549
K2O1,1000,113.512
K2O1,900,109.455
K2O1,800,105.395
K2O1,700,101.384
K2O1,600,97.404
K2O1,500,94.266
K2O1,400,91.546
K2O1,300,83.889
K2O1,298,83.68
Mg1O4S1,2400,186.259
Mg1O4S1,2300,185.067
Mg1O4S1,2200,183.807
Mg1O4S1,2100,182.468
Mg1O4S1,2000,181.033
Mg1O4S1,1900,179.477
Mg1O4S1,1800,177.778
Mg1O4S1,1700,175.895
Mg1O4S1,1600,173.787
Mg1O4S1,1500,171.389
Mg1O4S1,1400,168.619
Mg1O4S1,1400,168.619
Mg1O4S1,1300,165.352
Mg1O4S1,1200,161.419
Mg1O4S1,1100,156.691
Mg1O4S1,1000,151.67
Mg1O4S1,900,146.231
Mg1O4S1,800,140.499
Mg1O4S1,700,134.306
Mg1O4S1,600,127.612
Mg1O4S1,500,119.411
Mg1O4S1,400,109.997
Mg1O4S1,300,96.441
Mg1O4S1,298,96.232
Al1Na1O2,298,73.638
Al1Na1O2,2900,129.243
Al1Na1O2,2800,128.666
Al1Na1O2,2700,127.973
Al1Na1O2,2600,127.163
Al1Na1O2,2500,126.237
Al1Na1O2,2400,125.194
Al1Na1O2,2300,124.034
Al1Na1O2,2200,122.759
Al1Na1O2,2100,121.366
Al1Na1O2,2000,119.858
Al1Na1O2,1900,118.233
Al1Na1O2,1800,116.491
Al1Na1O2,1700,114.751
Al1Na1O2,1600,112.943
Al1Na1O2,1500,111.169
Al1Na1O2,1400,109.395
Al1Na1O2,1300,107.621
Al1Na1O2,1200,105.847
Al1Na1O2,1100,104.073
Al1Na1O2,1000,102.299
Al1Na1O2,900,100.525
Al1Na1O2,800,98.751
Al1Na1O2,740,99.788
Al1Na1O2,740,97.696
Al1Na1O2,700,98.291
Al1Na1O2,600,94.27
Al1Na1O2,500,89.563
Al1Na1O2,400,83.412
Al1Na1O2,300,73.889
Mo1O2.889,1400,124.679
Mo1O2.889,1300,119.846
Mo1O2.889,1200,115.105
Mo1O2.889,1100,110.476
Mo1O2.889,1000,105.973
Mo1O2.889,900,101.611
Mo1O2.889,800,97.415
Mo1O2.889,700,93.383
Mo1O2.889,600,89.487
Mo1O2.889,500,85.55
Mo1O2.889,400,80.923
Mo1O2.889,300,72.995
Mo1O2.889,298,72.772
Mo1O2.750,1400,119.553
Mo1O2.750,1300,115.05
Mo1O2.750,1200,110.638
Mo1O2.750,1100,106.331
Mo1O2.750,1000,102.139
Mo1O2.750,900,98.072
Mo1O2.750,800,94.145
Mo1O2.750,700,90.344
Mo1O2.750,600,86.626
Mo1O2.750,500,82.797
Mo1O2.750,400,78.208
Mo1O2.750,300,70.354
Mo1O2.750,298,70.135
N0.465V1,3400,66.777
N0.465V1,3300,65.898
N0.465V1,3200,65.019
N0.465V1,3100,64.141
N0.465V1,3000,63.304
N0.465V1,2900,62.425
N0.465V1,2800,61.505
N0.465V1,2700,60.584
N0.465V1,2600,59.622
N0.465V1,2500,58.743
N0.465V1,2400,57.907
N0.465V1,2300,56.902
N0.465V1,2200,55.94
N0.465V1,2100,54.936
N0.465V1,2000,53.974
N0.465V1,1900,52.928
N0.465V1,1800,51.999
N0.465V1,1700,50.823
N0.465V1,1600,49.643
N0.465V1,1500,48.455
N0.465V1,1400,47.262
N0.465V1,1300,46.066
N0.465V1,1200,44.852
N0.465V1,1100,43.627
N0.465V1,1000,42.376
N0.465V1,900,41.095
N0.465V1,800,39.765
N0.465V1,700,38.359
N0.465V1,600,36.815
N0.465V1,500,35.016
N0.465V1,400,32.677
N0.465V1,300,28.971
N0.465V1,298,28.877
Mg2O4Ti1,2900,243.086
Mg2O4Ti1,2800,240.685
Mg2O4Ti1,2700,238.212
Mg2O4Ti1,2600,235.668
Mg2O4Ti1,2500,233.049
Mg2O4Ti1,2400,230.358
Mg2O4Ti1,2300,227.593
Mg2O4Ti1,2200,224.752
Mg2O4Ti1,2100,221.831
Mg2O4Ti1,2013,219.233
Mg2O4Ti1,1900,215.765
Mg2O4Ti1,1800,212.61
Mg2O4Ti1,1700,209.367
Mg2O4Ti1,1600,206.041
Mg2O4Ti1,1500,202.614
Mg2O4Ti1,1400,199.091
Mg2O4Ti1,1300,195.456
Mg2O4Ti1,1200,191.69
Mg2O4Ti1,1100,187.778
Mg2O4Ti1,1000,183.686
Mg2O4Ti1,900,179.36
Mg2O4Ti1,800,174.707
Mg2O4Ti1,700,169.582
Mg2O4Ti1,600,163.686
Mg2O4Ti1,500,156.41
Mg2O4Ti1,400,146.285
Mg2O4Ti1,300,129.026
Mg2O4Ti1,298,128.574
K1O2,1400,96.148
K1O2,1300,95.981
K1O2,1200,95.73
K1O2,1100,95.395
K1O2,1000,94.893
K1O2,900,94.224
K1O2,800,93.22
K1O2,700,91.922
K1O2,600,90.165
K1O2,500,87.655
K1O2,400,83.889
K1O2,300,77.613
K1O2,298,77.53
Mo1O3,1400,128.779
Mo1O3,1300,123.683
Mo1O3,1200,118.679
Mo1O3,1100,113.792
Mo1O3,1074,112.562
Mo1O3,1000,109.039
Mo1O3,900,104.441
Mo1O3,800,100.031
Mo1O3,700,95.814
Mo1O3,600,91.776
Mo1O3,500,87.751
Mo1O3,400,83.094
Mo1O3,300,75.107
Mo1O3,298,74.881
C1Na2O3,298,111.003
C1Na2O3,1900,220.204
C1Na2O3,1800,218.656
C1Na2O3,1700,216.899
C1Na2O3,1600,214.765
C1Na2O3,1500,212.547
C1Na2O3,1400,209.744
C1Na2O3,1300,206.188
C1Na2O3,1200,200.748
C1Na2O3,1123.15,195.101
C1Na2O3,1100,192.046
C1Na2O3,1000,179.201
C1Na2O3,900,166.23
C1Na2O3,800,153.344
C1Na2O3,723.15,193.385
C1Na2O3,723.15,143.762
C1Na2O3,700,187.569
C1Na2O3,600,163.302
C1Na2O3,500,142.214
C1Na2O3,400,125.102
C1Na2O3,300,111.253
K2S1,1900,142.34
K2S1,1800,142.34
K2S1,1700,142.34
K2S1,1600,142.34
K2S1,1500,142.34
K2S1,1400,142.34
K2S1,1300,142.34
K2S1,1221,142.34
K2S1,1200,142.34
K2S1,1100,142.34
K2S1,1050,194.982
K2S1,1050,194.985
K2S1,1000,156.063
K2S1,900,103.554
K2S1,800,87.738
K2S1,700,85.144
K2S1,600,82.508
K2S1,500,79.914
K2S1,400,77.32
K2S1,300,74.726
K2S1,298,74.684
Mo1S2,2300,88.659
Mo1S2,2200,87.906
Mo1S2,2100,87.111
Mo1S2,2000,86.358
Mo1S2,1900,85.605
Mo1S2,1800,84.81
Mo1S2,1700,84.057
Mo1S2,1600,83.262
Mo1S2,1500,82.467
Mo1S2,1400,81.672
Mo1S2,1300,80.835
Mo1S2,1200,79.998
Mo1S2,1100,79.119
Mo1S2,1000,78.241
Mo1S2,900,77.278
Mo1S2,800,76.232
Mo1S2,700,75.019
Mo1S2,600,73.597
Mo1S2,500,71.756
Mo1S2,400,68.91
Mo1S2,300,63.68
Mo1S2,298,63.555
Li2O3Ti1,2900,223.426
Li2O3Ti1,2800,220.078
Li2O3Ti1,2700,216.731
Li2O3Ti1,2600,213.384
Li2O3Ti1,2500,210.037
Li2O3Ti1,2400,206.69
Li2O3Ti1,2300,203.342
Li2O3Ti1,2200,199.995
Li2O3Ti1,2100,196.648
Li2O3Ti1,2000,193.301
Li2O3Ti1,1900,189.954
Li2O3Ti1,1820,187.276
Li2O3Ti1,1800,186.606
Li2O3Ti1,1700,183.259
Li2O3Ti1,1600,179.912
Li2O3Ti1,1500,176.565
Li2O3Ti1,1485,160.344
Li2O3Ti1,1485,176.063
Li2O3Ti1,1400,159.494
Li2O3Ti1,1300,158.49
Li2O3Ti1,1200,157.318
Li2O3Ti1,1100,155.812
Li2O3Ti1,1000,153.888
Li2O3Ti1,900,151.67
Li2O3Ti1,800,149.034
Li2O3Ti1,700,145.854
Li2O3Ti1,600,141.503
Li2O3Ti1,500,135.645
Li2O3Ti1,400,127.361
Li2O3Ti1,300,110.75
Li2O3Ti1,298,109.855
I4Mo1,500,137.193
I4Mo1,400,137.193
I4Mo1,300,137.193
I4Mo1,298,137.193
Ba1S1,298,49.374
Ba1S1,2900,72.221
Ba1S1,2800,71.463
Ba1S1,2700,70.694
Ba1S1,2600,69.915
Ba1S1,2500,69.156
Ba1S1,2400,68.408
Ba1S1,2300,67.64
Ba1S1,2200,66.86
Ba1S1,2100,66.086
Ba1S1,2000,65.312
Ba1S1,1900,64.554
Ba1S1,1800,63.806
Ba1S1,1700,63.037
Ba1S1,1600,62.258
Ba1S1,1500,61.5
Ba1S1,1400,60.752
Ba1S1,1300,59.983
Ba1S1,1200,59.204
Ba1S1,1100,58.43
Ba1S1,1000,57.656
Ba1S1,900,56.777
Ba1S1,800,55.982
Ba1S1,700,55.061
Ba1S1,600,54.057
Ba1S1,500,52.718
Ba1S1,400,51.128
Ba1S1,300,49.407
Na2O3Si1,2400,214.781
Na2O3Si1,2300,212.016
Na2O3Si1,2200,209.213
Na2O3Si1,2100,206.376
Na2O3Si1,2000,203.489
Na2O3Si1,1900,200.556
Na2O3Si1,1800,197.56
Na2O3Si1,1700,195.748
Na2O3Si1,1600,191.347
Na2O3Si1,1500,188.1
Na2O3Si1,1400,184.736
Na2O3Si1,1362,183.407
Na2O3Si1,1300,181.23
Na2O3Si1,1200,177.54
Na2O3Si1,1100,173.628
Na2O3Si1,1000,169.423
Na2O3Si1,900,164.841
Na2O3Si1,800,159.749
Na2O3Si1,700,153.946
Na2O3Si1,600,147.114
Na2O3Si1,500,138.716
Na2O3Si1,400,127.779
Na2O3Si1,300,112.395
Na2O3Si1,298,111.88
I3Mo1,298,108.889
I3Mo1,900,118.897
I3Mo1,800,117.231
I3Mo1,700,115.57
I3Mo1,600,113.909
I3Mo1,500,112.244
I3Mo1,400,110.583
I3Mo1,300,108.918
Mg1S1,2900,59.789
Mg1S1,2800,59.371
Mg1S1,2700,58.953
Mg1S1,2600,58.534
Mg1S1,2500,58.131
Mg1S1,2400,57.739
Mg1S1,2300,57.326
Mg1S1,2200,56.902
Mg1S1,2100,56.468
Mg1S1,2000,56.024
Mg1S1,1900,55.647
Mg1S1,1800,55.312
Mg1S1,1700,54.91
Mg1S1,1600,54.476
Mg1S1,1500,54.073
Mg1S1,1400,53.681
Mg1S1,1300,53.252
Mg1S1,1200,52.802
Mg1S1,1100,52.347
Mg1S1,1000,51.882
Mg1S1,900,51.463
Mg1S1,800,51.003
Mg1S1,700,50.543
Mg1S1,600,49.915
Mg1S1,500,48.953
Mg1S1,400,47.614
Mg1S1,300,45.647
Mg1S1,298,45.564
Cu2O5S1,298,141.043
Cu2O5S1,1400,230.329
Cu2O5S1,1300,226.313
Cu2O5S1,1200,221.752
Cu2O5S1,1100,217.15
Cu2O5S1,1000,212.547
Cu2O5S1,900,207.526
Cu2O5S1,800,202.129
Cu2O5S1,700,195.811
Cu2O5S1,600,187.82
Cu2O5S1,500,176.983
Cu2O5S1,400,162.339
Cu2O5S1,300,141.419
K2O2,1900,200.782
K2O2,1800,194.857
K2O2,1700,188.916
K2O2,1600,182.958
K2O2,1500,176.983
K2O2,1400,170.992
K2O2,1300,164.983
K2O2,1200,158.959
K2O2,1100,152.917
K2O2,1000,146.858
K2O2,900,140.798
K2O2,800,134.725
K2O2,700,127.952
K2O2,600,120.708
K2O2,500,115.478
K2O2,400,107.11
K2O2,300,100.374
K2O2,298,100.165
Mg1O3Ti1,2900,158.302
Mg1O3Ti1,2800,156.615
Mg1O3Ti1,2700,154.975
Mg1O3Ti1,2600,153.381
Mg1O3Ti1,2500,151.825
Mg1O3Ti1,2400,150.31
Mg1O3Ti1,2300,148.833
Mg1O3Ti1,2200,147.394
Mg1O3Ti1,2100,145.98
Mg1O3Ti1,2000,144.595
Mg1O3Ti1,1953,143.949
Mg1O3Ti1,1900,143.231
Mg1O3Ti1,1800,141.879
Mg1O3Ti1,1700,140.532
Mg1O3Ti1,1600,139.185
Mg1O3Ti1,1500,137.821
Mg1O3Ti1,1400,136.423
Mg1O3Ti1,1300,134.972
Mg1O3Ti1,1200,133.432
Mg1O3Ti1,1100,131.775
Mg1O3Ti1,1000,129.938
Mg1O3Ti1,900,127.846
Mg1O3Ti1,800,125.382
Mg1O3Ti1,700,122.353
Mg1O3Ti1,600,118.453
Mg1O3Ti1,500,113.123
Mg1O3Ti1,400,105.244
Mg1O3Ti1,300,92.203
Mg1O3Ti1,298,91.881
Na2S2,900,132.164
Na2S2,800,126.591
Na2S2,753,123.972
Na2S2,700,121.018
Na2S2,600,115.445
Na2S2,500,109.872
Na2S2,400,104.299
Na2S2,300,98.726
Na2S2,298,98.625
I3Ti1,298,116.771
I3Ti1,1400,124.792
I3Ti1,1300,124.064
I3Ti1,1200,123.336
I3Ti1,1100,122.608
I3Ti1,1000,121.88
I3Ti1,900,121.152
I3Ti1,800,120.424
I3Ti1,700,119.696
I3Ti1,600,118.968
I3Ti1,500,118.24
I3Ti1,400,117.512
I3Ti1,300,116.784
Li2O2,1900,163.628
Li2O2,1800,159.005
Li2O2,1700,154.318
Li2O2,1600,149.57
Li2O2,1500,144.766
Li2O2,1400,139.905
Li2O2,1300,134.98
Li2O2,1200,129.997
Li2O2,1100,124.892
Li2O2,1000,119.704
Li2O2,900,114.432
Li2O2,800,109.077
Li2O2,700,103.428
Li2O2,600,97.445
Li2O2,500,90.793
Li2O2,400,82.676
Li2O2,300,70.919
Li2O2,298,70.626
I3Zr1,298,103.818
I3Zr1,1900,107.947
I3Zr1,1800,107.905
I3Zr1,1700,107.864
I3Zr1,1600,107.822
I3Zr1,1500,107.78
I3Zr1,1400,107.738
I3Zr1,1300,107.696
I3Zr1,1200,107.612
I3Zr1,1100,107.529
I3Zr1,1000,107.445
I3Zr1,900,107.32
I3Zr1,800,107.11
I3Zr1,700,106.901
I3Zr1,600,106.692
I3Zr1,500,106.274
I3Zr1,400,105.855
I3Zr1,300,103.897
Al2Mg1O4,298,116.198
Al2Mg1O4,2700,242.291
Al2Mg1O4,2600,238.697
Al2Mg1O4,2500,235.095
Al2Mg1O4,2408,231.777
Al2Mg1O4,2400,231.488
Al2Mg1O4,2300,227.877
Al2Mg1O4,2200,224.254
Al2Mg1O4,2100,220.622
Al2Mg1O4,2000,216.982
Al2Mg1O4,1900,213.325
Al2Mg1O4,1800,209.652
Al2Mg1O4,1700,205.962
Al2Mg1O4,1600,202.238
Al2Mg1O4,1500,198.485
Al2Mg1O4,1400,194.686
Al2Mg1O4,1300,190.828
Al2Mg1O4,1200,186.895
Al2Mg1O4,1100,182.853
Al2Mg1O4,1000,178.657
Al2Mg1O4,900,174.238
Al2Mg1O4,800,169.473
Al2Mg1O4,700,164.155
Al2Mg1O4,600,157.887
Al2Mg1O4,500,149.829
Al2Mg1O4,400,137.988
Al2Mg1O4,300,116.533
N1Ti1,4400,84.152
N1Ti1,4300,83.161
N1Ti1,4200,82.171
N1Ti1,4100,81.182
N1Ti1,4000,80.193
N1Ti1,3900,79.203
N1Ti1,3800,78.215
N1Ti1,3700,77.228
N1Ti1,3600,76.244
N1Ti1,3500,75.262
N1Ti1,3400,74.279
N1Ti1,3300,73.295
N1Ti1,3220,72.513
N1Ti1,3200,72.316
N1Ti1,3100,71.337
N1Ti1,3000,70.362
N1Ti1,2900,69.387
N1Ti1,2800,68.413
N1Ti1,2700,67.446
N1Ti1,2600,66.48
N1Ti1,2500,65.517
N1Ti1,2400,64.559
N1Ti1,2300,63.605
N1Ti1,2200,62.655
N1Ti1,2100,61.71
N1Ti1,2000,60.777
N1Ti1,1900,59.848
N1Ti1,1800,58.927
N1Ti1,1700,58.02
N1Ti1,1600,57.128
N1Ti1,1500,56.246
N1Ti1,1400,55.384
N1Ti1,1300,54.538
N1Ti1,1200,53.718
N1Ti1,1100,52.919
N1Ti1,1000,52.145
N1Ti1,900,51.384
N1Ti1,800,50.618
N1Ti1,700,49.781
N1Ti1,600,48.723
N1Ti1,500,47.057
N1Ti1,400,43.811
N1Ti1,300,37.238
N1Ti1,298,37.079
N1V1,3400,76.191
N1V1,3300,75.312
N1V1,3200,74.475
N1V1,3100,73.638
N1V1,3000,72.802
N1V1,2900,71.923
N1V1,2800,71.044
N1V1,2700,70.166
N1V1,2600,69.287
N1V1,2500,68.408
N1V1,2400,67.53
N1V1,2300,66.651
N1V1,2200,65.772
N1V1,2100,64.852
N1V1,2000,63.932
N1V1,1900,62.969
N1V1,1800,62.049
N1V1,1700,61.17
N1V1,1600,60.124
N1V1,1500,59.091
N1V1,1400,58.045
N1V1,1300,56.986
N1V1,1200,55.907
N1V1,1100,54.806
N1V1,1000,53.668
N1V1,900,52.48
N1V1,800,51.212
N1V1,700,49.819
N1V1,600,48.208
N1V1,500,46.183
N1V1,400,43.296
N1V1,300,38.2
N1V1,298,37.981
Na1O2,1900,137.587
Na1O2,1800,133.478
Na1O2,1700,129.386
Na1O2,1600,125.311
Na1O2,1500,121.252
Na1O2,1400,117.211
Na1O2,1300,113.186
Na1O2,1200,109.177
Na1O2,1100,105.186
Na1O2,1000,101.211
Na1O2,900,96.962
Na1O2,800,92.634
Na1O2,700,88.502
Na1O2,600,84.475
Na1O2,500,80.375
Na1O2,400,76.274
Na1O2,300,72.216
Na1O2,298,72.141
Ni1S1,1600,80.124
Ni1S1,1500,77.278
Ni1S1,1400,74.433
Ni1S1,1300,71.588
Ni1S1,1249,70.137
Ni1S1,1200,68.743
Ni1S1,1100,65.898
Ni1S1,1000,63.053
Ni1S1,900,60.208
Ni1S1,800,57.363
Ni1S1,700,54.518
Ni1S1,652,56.372
Ni1S1,652,53.152
Ni1S1,600,55.312
Ni1S1,500,53.053
Ni1S1,400,50.501
Ni1S1,300,47.196
Ni1S1,298,47.112
Na2O1,1900,104.47
Na2O1,1800,103.617
Na2O1,1700,102.734
Na2O1,1600,101.822
Na2O1,1500,100.868
Na2O1,1405.2,99.913
Na2O1,1400,99.86
Na2O1,1300,98.788
